Comentarios,Clas
"Su arquitectura y diseño, por supuesto la atención de la gente y el desayuno",Positivos
"Ubicación perfecta en pleno centro internacional, habitación muy cómoda, zonas comunes muy lindas, desayuno delicioso. 100% recomendado.",Positivos
Nuestro vuelo salía temprano. Nos ofrecieron sandwich y café. Nos gustó mucho el gesto. Ya que al día siguiente no podíamos tomar el desayuno,Positivos
Las señora son extremadamente queridas y el hotel es muy limpio,Positivos
"Diagonal a la Embajada, llegamos a la 1 pm y nos dejaron ingresar a la habitación, buena atención, hay un restaurante que vende ricos almuerzos y económicos.",Positivos
"Cama amplia, desayuno (aunque podrían mejorar para mantenerlo caliente), ubicación y disponibilidad de parqueo amplio y cubierto.",Positivos
"Súper limpio personal demasiado amable volvería sin duda, bien ubicado",Positivos
La ubicación es excepcional te permite ir a todos los lugares sin necesidad de transporte.,Positivos
"Las camas son muy cómodas, el cuarto es amplio y bonito. El hotel es lindo y acogedor. El desayuno es variado y todo es rico, el personal muy atento 24/7.",Positivos
el desayuno muy bueno. Muy pocas mesas disponibles para el desayuno.,Positivos
"La Suite hermosa, cálida, a pesar que da hacia la autopista, no hubo ruido y logramos descansar muy bien!",Positivos
"La ubicación del hotel, facilidad para tomar transporte público, su terraza y su acceso al draft",Positivos
"Excelente ubicación y amabilidad del personal.. felicitaciones a luca y Josué.
Muy diligentes.",Positivos
"Las instalaciones, la limpieza de las habitaciones y el servicio del personal. Recomiendo bastante el buffet",Positivos
"Todo, súper acogedor, súper limpio, muy buena Atencion, súper amable el personal, súper bien ubicado….lo recomiendo al💯",Positivos
"La atención del personal y el hecho de que esté cerca de la embajada americana, centros comerciales y aeropuerto.",Positivos
Monica es demasiado atenta y está muy cerca de muchos restaurantes.,Positivos
"location, near to everywhere and it's calm cuz it's located far from stores, bars etc",Positivos
"Me encantó la ubicación. Queda cerca a un gran centro comercial y a una parada de trasmilenio quq facilita mucho la movilidad, me alquilaron el parqueadero sin ningún inconveniente. La señora Ana muy colaboradora siempre, muy amable y respetuosa. Siempre atenta a nuestras necesidades. 100% recomendado",Positivos
"Fue una estancia en una habitación muy moderna. Con todo lo necesario para estar bien como todos los objetos de aseo necesarios como jabón y champú. Una vista espectacular.Una habitación ""inteligente"" , con toda la tecnología. Y un tamaño amplio.",Positivos
"La atención de la Señora Maribel y sus desayunos deliciosos, apesar de ser el mismo menú diario y sus esmeros por atendernos bien fueron fabulosos, incluso con los domicilios. Las camas son súper buenas y la amabilidad de la señora Mónica",Positivos
"Quiero felicitar de gran manera al personal, especialmente al Sr. Abraham, quien siempre ha demostrado su sentido de pertenencia, y don de servicio con el Hotel",Positivos
"El personal siempre muy dispuesto.
Las habitaciones muy cómodas.
La comida deliciosa, hay que probar las opciones vegetarianas.",Positivos
"La atención con calidad y calidez humana de doña Anita. El respeto, conocimiento e identidad con su labor, empresa y pernoctantes; asimismo fue la atención de Shiirley siempre dispuesta para la atención administrativa y suministro de información y localización en el hotel. El desayuno fresco y muy saludable. La habitación, amplia, cómoda con todo para planchado. El aseo impecable.

Un hotel muy estratégico para llegada a Embajada y Gobernación de Cundinamarca y zona muy tranquila.",Positivos
"La amabilidad del personal, siempre dispuesto a ayudarte en todo, la limpieza",Positivos
Las instalaciones me parececieron muy atractivas y la atención del personal es muy cordial.,Positivos
"La ubicación muy cerca de toda zona de restaurantes y demás , el hotel como tal es muy bonito, y la habitación viene tal cual como lo dicen en la app, fue una agradable experiencia",Positivos
La ubicación. La habitación amplia y con balcón. Muy rico el desayuno,Positivos
"el alojamiento y las intalaciones son muy elegantes, y el toque de calidez que tienen las habitaciones.",Positivos
"La atención es muy buena de parte de todo el personal del hotel, la comida es deliciosa !!!",Positivos
"Es un hermoso lugar, muy tranquilo y comodo, perfecto para una estancia de trabajo y para descansar.",Positivos
"No tuve la oportunidad de tomar el alojamiento, pero la atención telefónica fue excelente",Positivos
"Es super bien ubicado, queda al frente de unilago y tiene muchos restaurantes cerca, María (quien te recibe) super amable y atenta y Daniel (quien tiene servicio de recogerte en el aeropuerto y también te lleva donde tu quieras, por un costo extra) demasiado querido y atento... Fue una excelente estadía y sin duda volveríamos, muy limpio todo y muy cómodo... Super recomendado... En relación precio-calidad es excelente!",Positivos
"Gran calidez de todo el personal.
Ambiente muy tranquilo a pesar de estar en un área de mucho tráfico vehicular",Positivos
"La ubicación excelente, habitaciones limpias, personal atento",Positivos
"LA calidez y la amabilidad del personal fue Excelente, la buena disposición para colaborarnos fue grandiosa. Totalmente recomendable. Vale la pena contactar este servicio.",Positivos
"Muy cerca al aeropuerto y el servicio de shuttle bus es muy cómodo y oportuno; El desayuno muy generoso, variado y de buena calidad; La ubicación del hotel, es estratégica para una persona que debe llegar al aeropuerto después de su estadía; El jacuzzi hasta pasadas las 10 pm, es grandioso para relajarse después de una jornada extenuante en Bogotá.",Positivos
"Muy buena ubicación, fácil acceso, buenas instalaciones, muy ordenado y limpio, volvería sin duda.",Positivos
El personal es amable. El desayuno muy rico. La ubicación del hotel es excelente. Los servicios adicionales son muy buenos y el personal es amable y muy profesional.,Positivos
"Lugar excelente, muy limpio, excelente atención, cerca a todo lo recomiendo mucho.",Positivos
"Todo excelente, la señora Sandra es una excelente anfitriona muy amable, excelente la limpieza en todas las instalaciones, ubicación cerca al aeropuerto. El mejor hospedaje en Bogotá.",Positivos
"La comida es deliciosa, la atención es excelente y me encantó el detalle de la chimenea en la habitación.",Positivos
"La cama muy confortable, las instalaciones limpias y cómodas, excelente ubicación, amplios espacios.",Positivos
Maribel una excelente persona servicial y muy atenta es el alma de ese hotel.,Positivos
Me gusto mucho la hospitalidad con que el anfitrión nos recibió y atendió.,Positivos
"Instalaciones cómodas, desayuno muy completo y personal muy amable.",Positivos
"El lugar es impoluto, tiene una vista espectacular. Te brinda todas las condiciones para pasar un momento tranquilo, donde puedes cocinar, donde puedes descansar (una de las 2 habitaciones cuenta con un increíble y envolvente blackout que te permite dormir en un ambiente muy oscuro). Para mí, lo más importante es que te puedes sentir como en tu propia casa. La energía del apartamento 502 es súper bella y el ambiente es tremendamente acogedor. 
Te dan shampoo y jaboncitos con marca y una cantidad importante de toallas muy limpias y abullonaditas. ¡Dan ganas de quedarse a vivir ahí!",Positivos
"Es un sitio muy tranquilo, la cama cómoda, el desayuno estaba muy rico",Positivos
"Excelente Desayuno, ubicación excepcional, cáma muy cómoda, cercanía al aeropuesto, Muy Buena Limpieza, Volvería si ninguna dura.",Positivos
"Es la segunda vez que me hospedó aquí y fue increíble. Precio justo, excelente ubicación y muy buena atención. 

Hace poco empezaron a vender desayunos, y son super ricos",Positivos
"Muy central , tiene cerca un Ara y un Exito del CC San Martín, buena seguridad y el apto tenía todo lo necesario para cocinar. Fui con mi hermana y nos sentimos muy cómodas. Tiene buenas cobijas, un calentador y apto limpio y todo según las fotos y descripción",Positivos
"Excelente offre de fruits, type de pain, jambon, oeufs brouillés au buffet du petit déjeuner 
Chauffage et douche chaude",Positivos
"Me encanto la atención de los empleados , sin excepción todos",Positivos
"habitaciones limpias, cómodas con privacidad, buena atención y de vocación excelente",Positivos
"La ubicación es apropiada para llegar a cualquier sitio o evento en Bogotá, además la limpieza en sus habitaciones es muy buena.",Positivos
"Exelente Ubicacion- Tranquilidad - Confort y Se siente uno como en Casa más la amabilidad de la señorita Viviana siempre disponible en ayudarle en mis inquietudes, gracias buena decisión Súper recomendado Regresaré de nuevo.",Positivos
"La ubicación y diseño del hotel fueron magníficas, todo muy lindo. Y el personal fue muy amable y cooperativo",Positivos
"limpieza en la habitación y servicio del restaurante. Excelente la amabilidad del personal y la atención en las inquietudes que se tuvieron, así como la atención en los servicios de internet. Incomparable.",Positivos
"cómodo, limpio, desayuno muy rico, muy buen precio. cerca a la embajada",Positivos
"everything is amazing in this Hotel specially the people who work there 
They are very kind and warm all time 
My bests regards to everyone",Positivos
"He visitado de forma repetida el hotel, me parece un excelente lugar para quedarse sea por 1 noche o por varios días. Es cómodo y si necesitas trabajar tiene todas las facilidades que se pueden requerir. Es un hotel para disfrutar.",Positivos
"Como es usual en los Dann, todo fue excelente, el servicio del personal, las instalaciones y la habitación 20/10, la cama demasiado cómoda al igual que las almohadas, el televisor con internet y DirecTV es una maravilla, el minibar y los obsequios dentro de la habitación ganadores. La ubicación es muy central y en un sector muy tranquilo, a todo el frente hay ciclovía los fines de semana.",Positivos
"La atención del personal, la privacidad y la habitación amplia.",Positivos
"Excelente ubicación, muy buenas instalaciones, buen desayuno y muy formal el trato del personal.",Positivos
"Me pareció un hotel con buena ubicación, la atención de la recepcionista fue muy buena, y al no haber habitación en ese hotel me gestionaron una reserva y un vehículo de traslado para otro hotel de la misma cadena.
Para resaltar el precio y el desayuno incluido.",Positivos
Habitación cómoda y no había casi ruido por ende pude trabajar tranquila.,Positivos
"Excelente hotel, la habitación amplia, baños excelentes. El personal es muy amable y empático. Los servicios del hotel son muy buenos. El parqueadero es grande, así que no hay problema de quedarse sin cupo.",Positivos
"location it’s great, near to the airport, also the hotel has a lot of different stores, bars and restaurants around",Positivos
La Cordialidad en la Atención y la Ayuda para resolver dudas y/ó requerimientos. Excelente relación precio-calidad.,Positivos
"La ubicación del hotel es maravillosa, esta en una zona segura y cerca de la zona g, excelente oferta gastronómica, hay un supermercado pequeño cerca para cosas básicas. El personal fue super amable y servicial, Jason el chico de la noche, respondió todas nuestras preguntas con una gran sonrisa. El desayuno estuvo completo y muy rico.",Positivos
"Muy aseado, cómodo para el descanso y cerca a un punto de interés",Positivos
La amabilidad de todo el personal. La relación calidad-precio. Valió la pena la estadía en este hotel. El desayuno completo. La ubicación cercana a excelentes restaurantes y lugares para conocer. Las habitaciones muy agradables.,Positivos
"las instalaciones, la ubicación, a habitación, el desayuno, todo excelente!
Daniel fue de gran ayuda y amabilidad en el desayuno!",Positivos
"La atención, el desayuno, las camas y la limpieza del sitio son estupendas",Positivos
"Excelente atencion en recepcion ,hice una peticion en el cheking mas temprano y me fue solucionado de in mediato mil gracias a la chica de recepcion",Positivos
"El futbolin, los juegos, el desayuno, la amabilidad de quiénes atienden",Positivos
"La atención de todo el personal fue muy buena, instalaciones limpias y cómodas.",Positivos
"Cumple con todas las expectativas, buen servicio y muy cerca a la embajada",Positivos
"El hotel es agradable, bonito, las habitaciones son cómodas, las tres ocasiones que me he hospedado he tenido habitación con vista exterior, muy agradable.",Positivos
"EXCELENTE ! Ame el spa. Son lo mejor del mundo ... Kelly da los mejores Masajes del mundo . 
La suite hermosa y super limpia",Positivos
"Me encanto todo, la atencion, el desayuno y las habitaciones muy lindas. Super recomendado.",Positivos
Nice hotel close to the airport. We could store our luggage during the day before our flight so that was really helpful. Lots of restaurants around.,Positivos
"El desayuno está perfecto, aunque sólo hay hasta las 9 de la mañana y nos habría gustado tener agua caliente para té o aromática, o bajarle al café que lo hacen bien cargado.",Positivos
"Las habitaciones super amplias, la comida deliciosa y la atención excelente.",Positivos
"Un excelente lugar para descansar en familia, negocios o hacer turismo por Bogotá. Nos gustó mucho.
Destacamos la amabilidad, la seriedad, el aseo y la limpieza del hotel.",Positivos
"me encanto el hotel, el servicio de habitación, las instalaciones, excelentes habitaciones y excelentes Ubicación",Positivos
"Ubicacion, buenas instalaciones, buen Servicio y buen precio!",Positivos
"Instalaciónes, atención del personal, la variedad del desayuno, comodidad de la habitación",Positivos
Espectacular. Todo estuvo excelente y la host es súper amable.,Positivos
"El hotel está muy bien ubicado, es fácil llegar y fácil desplazarse a otros sitios de la ciudad. Usualmente he llegado casi a la media noche y no he tenido problema. La habitación es cómoda, con lo necesario para pasar una noche agradable, el sector es tranquilo y no hay ruido en las noches que impida un buen descanso. Ubicado justo en frente del Museo Nacional y del Centro Tequendama, puerta de entrada al centro de Bogotá.",Positivos
La atención del personal de seguridad y el aseo al interior del apto.,Positivos
"Tiene unas instalaciones modernas y muy agradables además de su limpieza y estética, es muy bonito",Positivos
Excelente hotel. Todo estuvo perfecto. La persona que te acompaña a la habitación y recibe pedidos es sobresaliente en su trabajo. Creo que su nombre es Carlos y merece un reconocimiento.,Positivos
"Estaba limpio, es un hospedaje de paso para el aeropuerto, me gusto la disponibilidad de cocina",Positivos
"Realmente la calidez de cada uno del personal que conforman el hotel, todos super amables, cortes y educados.",Positivos
"La decoración, el ambiente reservado, la amabilidad de su personal.",Positivos
"su terraza con piscina y jacuzzi también gym 
el desayuno muy bueno",Positivos
"El hotel estaba muy limpio, la ubicación es perfecta. Hay cobijas y almohadas de sobra",Positivos
La amabilidad y disponibilidad del personal. Cerca a la embajada y con lugares cerca para cenar.,Positivos
"Excelente lugar para hospedarse, su ubicación es excelente, destaco en gran medida la amabilidad del personal a cargo.
En términos del las habitaciones completamente limpias y pulcras, acorde a la fotos publicitadas.",Positivos
"Super limpio y ordenado todo, se siente mucha calma y es muy acogedor.",Positivos
"la ubicación, la comodidad de la habitación,, olía a limpio, las camas comodas",Positivos
desayuno espectacular y el servicio de transporte del hotel al aeropuerto genial,Positivos
"Desayuno insuperable, el trato del personal y su amabilidad de lo mejor.. ¡Recomendado!",Positivos
"La atención en recepción super atentos y llegue bastante tarde de la noche, el desayuno venía incluído estaba bueno y la atención de la señora super atenta",Positivos
Las habitaciones muy cómodas muy insonorizada y las almohadas para todo tipo de gustos es un hotel que lo recomiendo al 100%,Positivos
"El personal súper atento, las instalaciones son hermosas es un hotel donde te sientes como si estuvieras fuera de la ciudad.
Súper recomendado !",Positivos
"Excelentes instalaciones y súper cómodo, cerca al aeropuerto.",Positivos
"El servicio , la atención de las chicas de la alimentación y aseo es extraordinaria , son muy amables, uno se siente muy bien atendido, el personal de recepción también es excelente.",Positivos
El aseo y limpieza del hotel. Desayuno bufete variado. Personal muy amable,Positivos
"Me encantó la limpieza. En todo momento del día los espacios estuvieron limpios, y nuestra estadía fue cómoda. Está muy bien ubicado, central.",Positivos
"La ubicación muy estratégica y central, la atención permanente del personal, además de la importante relación de las instalaciones y el precio.",Positivos
"Excelente servicio me permitieron realizar el check-in antes de la hora establecida, sin ningún problema, fueron muy amables.",Positivos
"Personal amable, aun que falta capacitacion para la agilidad en la atencion, todo es muy limpio y acogedor, esta en un punto centra, cerca al centro y cerca a muchas zonas de interes.",Positivos
"Gran ambiente y excelentes espacios, exquisita cena y desayuno.
Destaco la amabilidad y cordialidad por el personal asi como la comodidad.",Positivos
"La amabilidad del personal, la limpieza y comodidad de sus habitaciones. Todo excelente.",Positivos
"habitación amplia, cama cómoda, ducha caliente. la ubicación es excelente, cerca a zona de restaurantes, centro comercial, bares.",Positivos
"New and clean, great location, excellent customer service! Great place overall!",Positivos
"La ubicación es muy buena, está a pocas cuadras del parque de Usaquén, muy seguro y tranquilo",Positivos
"La habitación, que es un miniapartamento en realidad, está bastante bien, es bonita, con todo lo que se necesita para pasar unos días o hasta meses, la cocina está bien equipada. El hotel está muy bien ubicado, cerca hay cafés donde uno se puede sentar a trabajar y varios restaurantes.",Positivos
"El transporte al aeropuerto! La ubicación , lugar tranquilo no se siente ruido",Positivos
"Hotel muy bien ubicado, habitaciones amplias y camas comodas, el aseo impecable, todo salio muy bien",Positivos
"Relación precio calidad, atención y servicio del personal de recepción.",Positivos
Excellent location. Very close to shops and restaurants. Safe area. Front desk very friendly. Hotel has taxis available at the entrance. Very accessible.,Positivos
"Ubicación excelente, debíamos hacer una vuelta por ese sector y todo salió perfecto, nos ayudaron bastante, el desayuno muy rico, la habitación justo lo que necesitábamos, volveremos.",Positivos
"Las camas de las habitaciones eran muy cómodas, el espacio amplio y limpio.",Positivos
"Cesar el anfitrión es muy amable , esta muy atento a las necesidades de las personas , la habitación muy aseada y cómoda, excelente atención, volveremos.",Positivos
"Buen lugar, los platos que ofrecen son muy buenos, la zona cuenta con buen comercio: droguerías, bancos y etc.",Positivos
"La atención del personal fue maravilloso, todos super queridos y siempre dispuestos a ayudarte.",Positivos
"Excelente servicio e información, me recibieron en el aeropuerto y en el hotel todo lo que necesitaba para una estadía corta.",Positivos
"La cercanía a los lugares de interés de la ciudad. La limpieza de la habitación, y comodidad de la cama.",Positivos
"El desayuno muy completo, el jacuzzi también estuvo bien y siempre disponible. Todos estuvo muy bien.",Positivos
"La habitación es bastante confortable, pude montar una oficina para la noche y el wifi es lo suficientemente rápido. La tina fue perfecta para un baño relajante y la camada es grande y comoda",Positivos
"Excelentes instalaciones, excelente el trato del personal, todos muy amables, excelente los desayunos... Realmente cuando vuelva a Bogotá ahí me volveré a hospedar.",Positivos
"La acomodación es agradable y confortable, Muy buenos espacios e impecable y bonito.",Positivos
"Buen ambiente, excelente servicio al cliente, amabilidad, iluminado y limpio el apartamento.",Positivos
"El detalle y esmero por la perfección en cada rincón de la habitación,la preocupación porque todo estuviera debidamente desinfectado y limpio...la amabilidad y atención del botones,recepcionista,camareros, la insonorización en las habitaciones,las cortinas,super limpias y no permitían el paso de luz,el detalle de los amenities,todos muy bien dispuestos y en las cantidades suficientes...TODO me encantó!",Positivos
"Muy buen Sitio, las instalaciones son super cómodas y pude trabajar con el wifi del hostel sin ningún problema.",Positivos
"El hogar de Gladys es increíble, su calidez humana y la de su familia, nos ofrecieron un lugar sereno y cómodo para descansar y prepararnos para la entrevista consular. Su alegría, amabilidad y carisma nos brindaron mucha confianza y tranquilidad. Súper recomendado, se sentirán como en casa.",Positivos
"El desayuno excelente, variado, saludable, todo fresco, variado, la atención",Positivos
"La ubicación es muy buena, cerca del aeropuerto. Tiene facilidad para encontrar transporte, a unos minutos se encuentra una estación del Transmilenio. El servicio del personal es excelente, todas las chicas encargadas son agradables y estuvieron muy atentas. El desayuno es completo. También pedimos limpieza para la habitación y quedó muy bien hecha. Las camas son comodas y tienen varios edredones para abrigarte del frío.
Adicional pude usar, para trabajar en algunos momentos, un computador que tenían disponible.",Positivos
"El orden y limpieza del apartamento, su ubicacion, y todos los detalles que incluyeron en el apartamento. La cama muy comoda, el baño impecable, la cocina con todos los accesorios necesarios. Un 10.",Positivos
"La habitación fue muy confortable, amplia, y su vista es realmente genial. Es absolutamente insonora y su clima es perfecto. La limpieza es excepcional. El personal desde el ingreso hasta la salida son personas increíbles, su atención, y disposición estuvieron a la altura del motivo de mi visita. Hubo obsequios por parte del Hotel y en relación con calidad y precio, es el mejor. La comida, es muy buena, tanto en el piso 13 en su sala (su vista es perfecta) como en el desayuno en el Bufettet, es rico en frutas, opciones de proteínas. Finalmente y el punto a resaltar, es un hotel realmente muy respetuoso con cada huésped y la sensación de tranquilidad es ideal. Punto a favor, tener libros de arquitectura en la sala.",Positivos
"EXELENTE EL DESAYUNO MUCHISIMA VARIEADAD, LA CARTA MUY BUENA Y A PRECIOS ACORDE",Positivos
"La atención, la hospitalidad y el lugar es muy bonito, organizando y a pesar de ser compartido las duchas y baños todo muy limpio y organizando",Positivos
"La ubicación a media calle de una panadería llamada hornitos, de las mejores de Bogotá, a 3 calles de Corferias y 1.2 kilómetro del Centro comercial Gran Estación. Destacó la buena actitud de la recepcionista.",Positivos
"Excelente trato de parte del personal, muy rica la comida y la variedad al desayuno, y excelente estado de todas las instalaciones !",Positivos
"Excelente atención del personal, la ubicación cerca al Coliseo Live lo hace ideal para asistencia a eventos allí, de hecho el hotel facilitó el transporte ida y vuelta entre el hotel y el coliseo. El desayuno estuvo delicioso.",Positivos
"Las instalaciones son fantásticas, la ubicación del hotel es excelente, cerca a museos, Monserrate, etc.",Positivos
Excelente atención. Mejor ubicación. Habitaciones muy limpias y cómodas,Positivos
"Todo estuvo bien, buen sector, llegamos por la madrugada y a pesar de lo inseguro de bogota, el sector es tranquilo, la señora de recepcion muy dispuesta, atenta, amable. Fue un grupo de 14 personas entre niños y adultos y estuvo todo a la altura,",Positivos
"Muy bien ubicado, muy lindo y la gente del hotel muy amable. Desafortunadamente no tuvimos el tiempo para disfrutar el desayuno que estaba incluido. Nos tocó salir rápido. Nos hubiera encantado",Positivos
"Best location in terms of the Royal Center theatre, a main avenue near a lot of restaurants and food options. Exquisite traditional breakfast with a few options. Clean room, Wifi and TV. The place has a restaurant attached to it where you can eat delicious desserts.",Positivos
Muy buena atencion y las instalaciones muy limpias y agradables,Positivos
"A perfect spot to relax, work, and run errands around the city. Breakfast was varied and generous. The staff, great! We returned from a concert and they welcomed us singing a tune of our fav artist. I'd definitely stay here again?",Positivos
"El aseo del lugar impecable, la vidta es muy linda, buenos lugares alrededor y excelente desayuno",Positivos
"Lo que mas me gusto fue la facilidad de terne todo a la mano, la habitación tiene de todo un poquito pero coas demasiado útiles",Positivos
"El desayuno todos los dias en la habitacion. excelente con jugo cafe fruta huevos y demas.
El hotel es muy personalizado, me gusto mucho que los empleados del restaurante y recepcion sabian de nosotros",Positivos
Me gusta q las habitaciones tengo iluminación natural para mi eso es importante me gusta el ambiente de las habitaciones,Positivos
"Me gustó todo, el ambiente, el lugar la atención y sobre todo la zona en la que está ubicado. 10/10.",Positivos
Ubicación... amabilidad en recepción.. disponibilidad de parqueadero... baño amplio..,Positivos
"El personal del hotel súper amable. Las habitaciones muy limpias súper cómodas, recomendado",Positivos
"El orden, el silencio de las habitaciones y el poder descansar",Positivos
"Lo que más me gustó fue que el precio está acordé a la habitación, bastante cómoda, espaciosa y sumamente limpio.",Positivos
"Habitaciones muy comodas, el servicio exelente igual que la limpieza y el desayuno delicioso.",Positivos
"Liked everything especially the staff, from the cleaners to the manger they were perfect",Positivos
"Excelente hotel, habitaciones muy bonitas y cómodas, desayuno increíble y lo mejor la ubicación cerca al aeropuerto.",Positivos
"La ubicación es excelente 
 En toda la zona de rosa de Bogotá. Excelente aseo de la habitación y comodidad de la cama. Muy buena la atención del personal.",Positivos
"Buenas ubicación, sitio seguro, habitaciones cómodas y limpias.",Positivos
Me sentí cómo en mi casa la señora Mercedes y sus hijos su esposo excelentes anfitriones vuelvo las veces que sean e recomiendo este alojamiento la ubicación es muy buena está demasiado cerca del aeropuerto el transmilenio lo deja a uno prácticamente al pie de la puerta,Positivos
"Buenas habitaciones un poco pequeñas, limpio, cómodo, todo cómo lo indican en la aplicación, las habitaciones iguales a las fotos,",Positivos
"La ubicación, las instalaciones el desayuno es muy bno y lo confortable que es las habitaciones",Positivos
el baño donde estaba el inodoro era pequeño en relación con el témalo del cuarto,Positivos
"buena ubicación, muy central , todo aseado , brindan implementos de limpieza, la atención del personal muy buena",Positivos
"It was really great! The people are super nice, the breakfast ist simple but good, theres coffee all day, ist very clean and a nice style. Inenjoyed it very much.",Positivos
"Excelente 👌 
Todo super bien.
Habitaciones grandes y muy limpias",Positivos
"El Hostal es bonito, el personal es servicial, tienen un sistema RFID para ingresar y salir lo cual es genial, tienen buena tecnologia, hay bar, restaurante y areas para compartir, me gusto mucho.",Positivos
El desayuno. Agradecimiento especial a Leslie de la recepción ☺️☺️,Positivos
"La atención del personal 
La comida es muy buena
Los puestos de agua filtrada",Positivos
"Excelente atención del personal, muy limpio todo y muy buena ubicación.",Positivos
"Las habitaciones son grandes y cómodas. La cama es cómoda, todo está limpio, hay secador de cabello, la bañera es limpia, amplia y cómoda.",Positivos
"Me encanto todo El personal siempre disponible
Bien ubicado el sitio",Positivos
"Las camas , muy limpio y el personal muy atento y las arepas de chocolo deliciosas",Positivos
"todo, la atención, las instalaciones como siempre muy bien servicio.",Positivos
Instalaciones y amabilidad del personal que labora en el hotel,Positivos
"la atención de todo el personal, el desayuno, las habitaciones, lo más destacado es la ubicación en una zona muy tranquila y segura.",Positivos
"El desayuno excelente , pero no varía el menú y casi siempre lo mismo al desayunar ya después del tercer día , no agrada",Positivos
muy cómoda habitación ..rico desayuno me preparaban huevitos como los quería y cerca a la zona t,Positivos
"Ubicacion y habitaciones excelente todo, las habitaciones tal cual las imagenes, ubicacion muy cerca a aeropuerto y entorno familiar.",Positivos
La atención de su personal la limpieza la arquitectura las habitaciones todo genial,Positivos
"La vista es agradable, es decir, uno s siente de buen ambiente dentro del hotel",Positivos
"La habitación estaba muy comoda y limpia, el Personal fue super amable, la habitación era perfecta y el area muy segura.",Positivos
"Excelente ubicación, cómodas habitaciones amplias y buen desayuno.",Positivos
"una cama muy cómoda, la ubicación es muy buena porque queda a 2 cuadras de la estación heroes de transmilenio y a unas 5 o 6 cuadras de la zona t, el desayuno es excelente con frutas, café, huevos al gusto arepa y chocolate, me parece una gran opción para nacionales y extranjeros",Positivos
Excelente servicio y calidad de personas que te reciben como en casa!!,Positivos
"Desayuno variado, completo. Habitaciones súper cómodas, amplias, limpias, el aseo del hotel Perfecto. Todo el personal súper amable. Muy buena ubicación cerca a la zona T, centros comerciales, en fin, un sector muy lindo.",Positivos
Que tiene restaurante. Que es muy cómodo. Limpió. Que queda cerca al centro,Positivos
"La amabilidad del personal, ubicación instalaciones impecables y la comida deliciosa.",Positivos
"Es muy limpio, personas muuy amable. El desayuno NO es buffet, pero yo amo eso, porque en los desayunos buffet son miles de opciones pero solo panes y cosas no saludables, puros carbohidratos. Aqui es desayuno americano y eliges como quieres los huevos (dan bastante huevo), carbohidrato, grasita (queso) y fruta.. Entonces eso a mi me encanta. Es muy muy limpio y lindo. El personal es hiper mega amable (todos, cocina, recepcion, aseo).. el hotel parece ser nuevo, recien remodelado o está muy bien cuidado.. la verdad es hermoso, y muy muy cómodo. Todos los espacios tienen un estilo muy lindo..",Positivos
"Muy lindo y muy cómodo ....el desayuno muy rico , quede muy satisfecha, además del personal muy atento .
Mil gracias, excelente servicio .",Positivos
Excelente ubicación. Muy buenas instalaciones . Muy completo el hotel. Excelente atención . La habitación amplia y confortable. Todo nuevo. Lo recomendaría .,Positivos
todo. además el transporte al aeropuerto temprano en la mañana!,Positivos
"la Suite es preciosa con esa Tereza y la ubicación es Precisa cuando tienes que hacer diferentes diligencias .

Siempre que vamos a bogota escogemos Regency Apartamentos 💕",Positivos
"espacioso, limpio, el personal es súper amable, organizado y la ubicación es muy buena.",Positivos
Las habitaciones muy cómodas y con bien espacio. Igualmente el biffet de desayuno excelente 👌,Positivos
"Todo perfecto, camas cómodas, baño amplio y cómodo, agua caliente, calefacción. Si vas para el coliseo live es perfecto ya que queda cerca, si vas para Bogotá si es lejos. Servicio de desayuno excelente. Servicio a la habitación excelente. Personal muy amable.",Positivos
"Habitación impecable, lugares limpios, espacios agradables y muy buena oferta en el lobby del hotel con muchos productos a precios razonables.",Positivos
Buena ubicación y buen desayuno. Las camas cómodas pero los cojines eran blandos,Positivos
"Su ubicación es muy segura, el personal muy atento y el desayuno bastante",Positivos
"La ubicación es muy estratégica, cerca de centros comerciales y restaurantes, el servicio por parte de Andrea Valencia fue excelente, hizo que la estancia de mi madre fuera perfecta.",Positivos
"La atención del personal, las instalaciones perfectas, el baño es nuevo, valoro sobretodo , la atención del personal y el desayuno!",Positivos
"Las habitaciones son amplias y cómodas
La piscina es muy bonita",Positivos
"Buena tarifa con muy buena calidad de hotel, buena ubicacion, personal muy amable",Positivos
"La atención de Leidy. Es una persona muy atenta, amable, cordial. Me ayudó con cada cosa que tuve que resolver, siempre dispuesta. El señor administrador también estuvo presto a resolver mis inquietudes. Las chicas de la limpieza, muy amables. Es un ambiente muy tranquilo. El lugar y el sector hermosos. Volveré. Muchas felicitaciones.",Positivos
"La atención de todo el personal siempre es excepcional, dispuestos a ayudar ante cualquier necesidad. las instalaciones y los servicios son muy buenos.",Positivos
"La ubicación, la atención del personal muy buenas, recomendado!",Positivos
"Me quedaba super cerca al aeropuerto
Hay cerca una panadería
Es muy acogedor.
Mi estadía fue solo de una noche porque al otro día tenía un vuelo temprano, es cómodo, cerca y el personal está disponible para ti las 24h",Positivos
"Great location, roomy apartments, large bathroom. The WIFI very good and the hot water is the best I have had in Bogotá it's hot as long as you want 👍🏾👍🏾",Positivos
"La habitación amplia y cómoda, lo mismo que el baño, personal muy amable y la ubicación ya que nos encanta Chapinero alto. El desayuno delicioso y casero.",Positivos
